	sentiment	content 
21894	fun	@bratinella, @carambs - muji  yipee. is anybody coming here? i can send them over hahaha. but can somebody bring JT's BSG disks? haha
21895	happiness	Down in Wellington for the Monet Exhibition. Casually just bumped into Wayne Brady in our hotel lobby!!  Mega exciting!!!
21896	fun	@NikkiPilkington You seem nice, you're generous and you know your stuff
21897	worry	@IDrive_Online When will the maintanance end? I would like to backup some stuff.
21898	neutral	Good morning ladies and Gents.  it's going to be an awesome day &quot;even though the weather is terrible&quot;
21899	relief	@statkallday yessssssir!!
21900	surprise	Love johnny deep looks in public enemies (L) I'll catch this film when show in HK
21904	love	Thanks to all who follow me  ... wish ya'll the best ;)
21905	love	@nirajgoa Oh! Don't you just love these Vodafone series of Ads ... The best picturisation ever
21906	love	Happy Birthday husband
21908	enthusiasm	@shawnieora I googled him &amp; looked @ a lot of sites... I should have checked here first.  How Exciting, for you both
21909	happiness	@fanboy_uk Yeah, but it's Myst!
21910	happiness	@Cadistra Ah brilliant! Thanks a bunch
21911	neutral	finally not talking about teachers but facilitators  #edumedia09
21912	sadness	@lynnftw I know exactly what you are saying.. its so not cool... that is why tapes were better  :p
21913	happiness	@MicaR yup it gets better again after S4
21914	happiness	to @WebAnime and @tbaggins1, thanks for following me.
21915	surprise	@rifie Oh, wow, you're fast   How's life going ? It's been 6 months ya ? XD
21916	neutral	@kasey79 good night
21918	neutral	@siovene And Clang rocks, so you're using it, right?  Anyways, according to the comments it's in apple's gcc too, dunno how public tho
21920	happiness	@peternomad Thanks! I know.
21921	love	@pyuric Enjoy the coffee. We miss you, petite puce (adica Puricel in franceza)
21922	happiness	@LEGmin http://twitpic.com/4jaz5 - Cool... luv it
21923	enthusiasm	@shintabubu hey shinta!  i'm headed to bed now, but perhaps tomorrow night - when our hours overlap...
21924	love	@AndyeAndinha I gave him your kiss. Being a flirt of course he liked them
21925	worry	Kaze the Knight. Third level, a lamp, a wish. Got fixed SDSM (first thought was about rubber chicken but hey)  #nethack
21927	love	nick is so cute in the tiger costume  ahaha it made my day
21928	happiness	@audreythebaby gandang mac un ah! for sure, if its out in the market mas mahal pa sya sa macbook pro. ang cool ng concept!
21929	relief	@rosehwang U R &quot;happiness pollinator&quot; 4 shizzle.   Good friend you are.. I am smiling!
21930	happiness	I am now eating one of those big subway cookies with a glass of warm milk. YUM
21931	worry	just had steamed fish w/ oyster sauce
21932	surprise	@torresk hahaha I didn't even notice the name - LICE
21933	neutral	@GinoandFran you should see the Morning Rush Forum's shoutbox. Overheat bcoz of campaign! Flying skirts!!!
21934	fun	has a face mask on. hehe
21935	neutral	@Petaah hahaha we just won't tell him will we?
21936	worry	@KrisColvin I would advise watching it in the cinema. I am sure the effects are worth it. Unless you have a monster TV at home
21937	neutral	@gianandrea all bank holidays are on Mondays in the UK... better than Italy where 1st of May could be on a Saturday or Sunday
21938	love	@MurrayMelb A pleasure Murray
21939	surprise	@JoanLunden  Greetings Joan:  Just wanted to say I STILL MISS waking up to your pleasant personality &amp; face in the a.m.    Hugs, Angel
21940	happiness	Has had a really good bank hoilday
21941	enthusiasm	@TaraAlberto i'll be there tom promise! After our volley  when did they start? Wholeday? Or half?
21942	neutral	@jeffgerstmann You should spray yourself with the non smelling repellant that stinks to high heaven
21943	worry	@MissxMarisa Hell unlucky! :O and and it comes out next week here.
21944	happiness	@Broooooke_ kk's  have fun eating lol, remember shaun loves you haha
21945	neutral	New Forum Thread - First Typhoon of the Season: Is *NOT* headed to Okinawa.  Made you look. .. http://tinyurl.com/dm4b3q
21948	happiness	@Brokenromantic haha malamang as one of my chef.
21949	neutral	@carolinekan HAHA all because of chocolate? Always knew your heart was in your stomach. Wait till you try the truffles
21951	love	@amtrak747 haha hell ya id love to find some boys to toke with, and thats a very sexy bike
21952	neutral	@MissShonah  Will certainly do that.
21954	worry	@katcal always wanted to see that film never got round to it must get it on DVD tell me if its any good
21956	sadness	@Gjerninger Are you sure you want to know?  It's http://bit.ly/AUuAC - it makes me want to run. In other news: Happy Star Wars Day!
21957	neutral	Yooooooo!? What up mates?!
21959	worry	@Faz4980 thanks  and ill cross my fingers for you, that the rain will stop
21960	worry	@MrMiistro that's good. Im ok aye!!! a little stressed but fine
21961	neutral	Went to see Wolverine with the husband (who is off work today) - was pretty good
21962	surprise	@JP5486 heyy its ur bday?!!happy birthday!
21963	happiness	@clumsy_steph yeah school sucks totally. yea you can be so grateful that you got a better place  man i cant tell you how excited i am hul
21964	neutral	@SarahWV  worse case scenario i'll take tomorrow am off. are you still up or you just woke up?
21965	neutral	interesting day. good overall
21966	happiness	just got Home from school!  it was fun ) oh btw its a music school.
21967	neutral	@LewisBostock very much so  You know I am coming now on Thursday too right, are there door sales ??
21969	fun	@heykt haha who thought that?
21970	happiness	@kayles yessss it does! YAY! told you it was awesome
21971	enthusiasm	@margotrobbie oh that makes sense! Well you are officially my first @reply from a celebrity!!
21972	hate	Jason Mraz is still serenading me, while I read &quot;Judicial Supervision of Executive Action in the Commonwealth Caribbean&quot;.  BBL!
21973	love	@Debbas My Mom is a nurse practitioner&amp;spent entire life devoted to the field.  The good ones deserve to be recognized! I'll follow her
21974	fun	@OfficalJonasBro just watched it on youtube and its hilarious. i laughed trough it.. seriously guys so funny.. greetings from Germany...
21975	happiness	@LiesX xD send it!
21977	relief	1/2 day tomorrow  carla coming over after school.
21978	neutral	@MrFloydNL  tis very useful indeed esp. for newbies like me!
21979	enthusiasm	@nichelady I am with you. -#FollowFriday is easy enough for those who are annoyed by it.  I recommend relatively few people anyway.
21981	neutral	is downloading songs  http://plurk.com/p/rp8wx
21982	happiness	relaxing fragrances are SOO IN! my latest loves are still lavender &amp; chamomile--the basic ones  trying to find more flower scents..
21983	neutral	@simongrabowski Hi Simon, let me know when it's done
21985	neutral	Happy Star Wars Day. May the fourth be with you. Ahh, that ones an oldy but a goody
21987	happiness	all time low mean so fucking much to me. i hope i get to see them in june. it would be so awesome. gaskarth is amazing
21988	hate	@joolzP1 i was studying computing this year...bring as feck!! changing to plant science  next year
21989	enthusiasm	April showers bring May flowers, yea
21990	neutral	@brandiheyy hey !!!  whoa its really you.. anyways how does it feel living with Miley? it must be strange ... Twitter back ox
21991	love	@OfficialAshleyG you are amazing as alice, as if she was made for you. Thank you for everything! I now have a face for the character
21992	neutral	Happy birthday.
21993	love	@Curious_Jo same with me...I like the freedom being an Enigma gives you
21994	neutral	G'day @JohnathonBusack Thanx for following.
21995	happiness	Weather is lovely, I'm headed home via supermarket. Planning to spend some quality time knitting tonight.
21996	relief	@Edna92 you did just add me haha  xo
21997	happiness	Good morning friends. Happy May Bank Holiday.
21998	enthusiasm	I should have posted this for the world Pinhole day   I Love this picture. http://twitpic.com/4jb4d
21999	neutral	@Gamesbasement dear oh dear.....
22000	empty	@greyeyesgabriel You are clearly very busy  Take care of yourself, and I am sure you will be fine; takes one to know one ;)
22001	neutral	learning how to use twitter
22002	sadness	@emulley I missed you today...I know you must feel very tired. I will give you a massage tonight
22003	surprise	@lillytown the happiest place on earth  j'adore
22004	sadness	@frogworth hey, have a great gig! We'll have to do exchange of tracks via ze emayal  I'm all lost in loops right now and still writing xx
22005	happiness	Happy #juddday everyone!
22006	neutral	@EmperorNorton I'm going to watch it now
22007	happiness	I've got great expectations of tomorrow  It's gonna be awesome!! ? http://blip.fm/~5jf53
22008	worry	@rizkyinayati heeeey good luck for unair sweet!
22009	love	@grcrssl Helloooo (: Star Wars day is cool  LOOL. Wen do you go to Cnaterbury then ? x
22011	worry	Good morning twitter world.raining in dingle- hopefully means a busy day for me
22012	happiness	playing with @elgg on a cool new website... hopefully ready very soon
22014	worry	just got home had a major daily tset today. its math and i wish i got 6 or more
22015	neutral	@salisburydowns I've always said to PD that I wanted a kitchen like yours...I just wouldn't know what to do with it
22016	worry	wellity! i think ima gonna clean my room :| Gay. i need to read a good book. sense and sensibility here we come! BEAT THE LILY
22017	love	@SeanTheROBOT  Awesome pics  Love them. btw Still Loving the Amajanese Takeover too!~
22018	happiness	@susieblackmon I know what appeals to you with knitting! Believe me I KNOW!
22019	love	is loving life in sydney
22020	happiness	@cindeelean I wake up at 4:30 during the week - and funny, Deathcab makes me think of you!  (&amp; I use your calendar to track work hours)
22021	happiness	@kenlee86 nice recolouring of your page  nobody is buying your anti-twittering words!! YOU LOVE IT!!!!
22022	neutral	@SinnamonS gotta play 'Off the Wall' first tho
22023	worry	Dear God please let me wake up before 11:45 AM tomorrow lol Got plans  Tonight was lets pick on Hero night. grow up, get a job, etc. lolz
22024	happiness	@nienerenee hahaha niene ur soo smart.! lmao i think that is who its by..  good lookin.. whts up gurlie?? i come home this weekend.!
22025	love	@PokerNostra Indeed. Have a nice week!
22026	enthusiasm	@textualoffender Good Luck.. mine 3rd day today !
22027	happiness	@joolzgirl oh no! u must get 1!!!lol mum still isnt convinced, and we have 3
22028	neutral	Good Morning  please check out our new site, tactik is a new training company based in Warsaw Poland ! www.tactik.eu all the best from us!
22029	neutral	editing pictures
22030	neutral	@arpitnext Welcome
22031	love	Am soo happy about today .. the going home bit sucks ,, but meeting everyone will be aceness to the extreme  lol,, am so cheesy :p
22032	love	@lynajonas http://twitpic.com/4fnaa - haha love you two girl
